# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 08.04.2019 по 15.07.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru
#
"Местное время в Санкт-Петербурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"13.07.2019 18:00";"15.2";"756.4";"756.9";"0.7";"66";"Ветер, дующий с северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"600-1000";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.9";"Следы осадков";"12";"";"";"";"";
"13.07.2019 15:00";"16.5";"755.7";"756.2";"0.2";"55";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"10.0";"7.4";"";"";"";"";"";"";
"13.07.2019 12:00";"16.7";"755.5";"756.1";"0.2";"58";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"60%.";"1000-1500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"8.4";"";"";"";"";"";"";
"13.07.2019 09:00";"13.9";"755.3";"755.8";"0.3";"69";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"10.5";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"600-1000";"Высокослоистые просвечивающие.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"8.2";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"10.0";"";"";
"13.07.2019 06:00";"11.1";"755.0";"755.5";"-0.2";"90";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"10.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.5";"6.0";"12";"";"";"";"";
"13.07.2019 03:00";"11.6";"755.2";"755.7";"0.0";"87";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"9.5";"";"";"";"";"";"";
"13.07.2019 00:00";"12.7";"755.2";"755.8";"0.0";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"10.2";"";"";"";"";"";"";
"12.07.2019 21:00";"11.5";"755.2";"755.7";"0.2";"85";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"";"16.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"1500-2000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"9.1";"6.0";"12";"";"";"";"";
"12.07.2019 18:00";"15.0";"755.0";"755.5";"0.0";"57";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"6.5";"Осадков нет";"12";"";"";"";"";
"12.07.2019 15:00";"15.5";"755.0";"755.5";"-0.1";"53";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.9";"";"";"";"";"";"";
"12.07.2019 12:00";"13.7";"755.1";"755.6";"0.0";"57";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"40%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.2";"";"";"";"";"";"";
"12.07.2019 09:00";"13.1";"755.1";"755.6";"0.2";"61";"Ветер, дующий с северо-северо-востока";"1";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.2";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высокослоистые просвечивающие.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"5.8";"0.1";"12";"Поверхность почвы влажная.";"8.0";"";"";
"12.07.2019 06:00";"10.0";"754.9";"755.5";"-0.5";"82";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.2";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"7.0";"0.1";"12";"";"";"";"";
"12.07.2019 03:00";"11.2";"755.4";"755.9";"-0.3";"70";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"12.07.2019 00:00";"9.5";"755.7";"756.2";"0.2";"74";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"11.07.2019 21:00";"12.5";"755.5";"756.1";"-0.1";"49";"Ветер, дующий с востоко-юго-востока";"1";"";"";"50%.";" ";"";"";"";"15.8";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.0";"Осадков нет";"12";"";"";"";"";
"11.07.2019 18:00";"13.7";"755.6";"756.1";"-0.1";"43";"Ветер, дующий с северо-востока";"1";"";"";"50%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"1.3";"Осадков нет";"12";"";"";"";"";
"11.07.2019 15:00";"13.3";"755.7";"756.2";"-0.2";"47";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"40%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.2";"";"";"";"";"";"";
"11.07.2019 12:00";"13.1";"755.9";"756.4";"0.4";"49";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"1500-2000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"2.6";"";"";"";"";"";"";
"11.07.2019 09:00";"10.9";"755.5";"756.1";"0.2";"63";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"9.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"4.0";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"10.0";"";"";
"11.07.2019 06:00";"10.2";"755.3";"755.8";"0.3";"66";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"10.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"4.1";"Осадков нет";"12";"";"";"";"";
"11.07.2019 03:00";"10.2";"755.0";"755.6";"0.0";"67";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"1000-1500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"4.3";"";"";"";"";"";"";
"11.07.2019 00:00";"11.4";"755.0";"755.5";"0.8";"65";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"1000-1500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"5.1";"";"";"";"";"";"";
"10.07.2019 21:00";"14.5";"754.2";"754.7";"0.7";"56";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"";"19.2";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"2000-2500";"Высокослоистые просвечивающие.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"5.7";"Следы осадков";"12";"";"";"";"";
"10.07.2019 18:00";"17.4";"753.5";"754.0";"0.3";"46";"Ветер, дующий с северо-северо-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"5.5";"Следы осадков";"12";"";"";"";"";
"10.07.2019 15:00";"18.7";"753.2";"753.7";"0.4";"45";"Ветер, дующий с северо-северо-востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"50%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"6.3";"";"";"";"";"";"";
"10.07.2019 12:00";"15.2";"752.8";"753.4";"0.6";"71";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"300-600";"";"";"10.0";"10.0";"";"";"";"";"";"";
"10.07.2019 09:00";"12.4";"752.2";"752.8";"0.3";"85";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"10.0";"Следы осадков";"12";"Поверхность почвы влажная.";"13.0";"";"";
"10.07.2019 06:00";"12.0";"751.9";"752.5";"-0.2";"89";"Ветер, дующий с севера";"1";"";"";"100%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.5";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"10.2";"Следы осадков";"12";"";"";"";"";
"10.07.2019 03:00";"11.7";"752.1";"752.6";"-0.4";"91";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"10.0";"10.2";"";"";"";"";"";"";
"10.07.2019 00:00";"11.9";"752.5";"753.0";"0.1";"87";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"9.8";"";"";"";"";"";"";
"09.07.2019 21:00";"12.9";"752.4";"752.9";"0.2";"84";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"15.2";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"10.3";"20.0";"12";"";"";"";"";
"09.07.2019 18:00";"14.0";"752.2";"752.7";"0.2";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"10.9";"20.0";"12";"";"";"";"";
"09.07.2019 15:00";"14.4";"752.0";"752.5";"0.5";"88";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"300-600";"";"";"10.0";"12.4";"";"";"";"";"";"";
"09.07.2019 12:00";"13.7";"751.5";"752.0";"0.3";"94";"Ветер, дующий с севера";"2";"";"";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Гроза (грозы) с осадками или без них.";"Ливень (ливни).";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"300-600";"";"";"4.0";"12.8";"";"";"";"";"";"";
"09.07.2019 09:00";"14.9";"751.2";"751.7";"0.0";"83";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"13.7";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"12.1";"6.0";"12";"Поверхность почвы влажная.";"15.0";"";"";
"09.07.2019 06:00";"14.0";"751.2";"751.7";"-0.1";"90";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"13.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"12.3";"6.0";"12";"";"";"";"";
"09.07.2019 03:00";"14.1";"751.3";"751.8";"-0.1";"90";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"2.0";"12.4";"";"";"";"";"";"";
"09.07.2019 00:00";"13.8";"751.4";"751.9";"0.1";"84";"Ветер, дующий с северо-северо-востока";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"90  или более, но не 100%";"300-600";"Высококучевые, образовавшиеся из кучевых (или кучево-дождевых).";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"11.1";"";"";"";"";"";"";
"08.07.2019 21:00";"16.2";"751.3";"751.9";"0.3";"63";"Ветер, дующий с северо-востока";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"22.3";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"9.2";"Следы осадков";"12";"";"";"";"";
