# Метеостанция Берлин / Темпельхоф, Германия, WMO_ID=10384, выборка с 01.01.2015 по 31.12.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=10384&lang=ru
#
"Местное время в Берлине / Темпельхофе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.12.2015 10:00";"-1.1";"763.9";"768.7";"0.0";"54";"Ветер, дующий с юго-востока";"6";"";"";"";" ";"";"";"-2.5";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"31.12.2015 09:00";"-1.7";"764.2";"768.9";"0.0";"57";"Ветер, дующий с юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"31.12.2015 08:00";"-2.3";"763.9";"768.6";"-0.9";"61";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"31.12.2015 07:00";"-2.3";"763.9";"768.7";"-1.3";"62";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"-2.5";"0.2";"";"";"";"";"";"";"-8.7";"Осадков нет";"12";"";"";"";"";
"31.12.2015 06:00";"-2.5";"764.2";"769.0";"-1.6";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"31.12.2015 05:00";"-2.1";"764.8";"769.6";"-0.9";"62";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"31.12.2015 04:00";"-1.8";"765.2";"769.9";"-1.2";"61";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"31.12.2015 03:00";"-1.9";"765.8";"770.5";"-1.1";"64";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.9";"";"";"";"";"";"";
"31.12.2015 02:00";"-1.6";"765.7";"770.5";"-1.7";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"31.12.2015 01:00";"-1.6";"766.4";"771.1";"-1.5";"65";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"Осадков нет";"6";"";"";"";"";
"31.12.2015 00:00";"-1.3";"766.9";"771.7";"-1.5";"64";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"30.12.2015 23:00";"-1.1";"767.4";"772.1";"-1.4";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"30.12.2015 22:00";"-0.9";"767.9";"772.6";"-1.4";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"30.12.2015 21:00";"-0.9";"768.4";"773.2";"-1.2";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"30.12.2015 20:00";"-0.4";"768.8";"773.5";"-1.1";"61";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"30.12.2015 19:00";"0.3";"769.3";"774.0";"-0.9";"58";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"-0.4";"2.7";"";"";"";"";"";"";"-7.1";"Осадков нет";"12";"";"";"";"";
"30.12.2015 18:00";"0.3";"769.6";"774.3";"-1.0";"59";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.8";"";"";"";"";"";"";
"30.12.2015 17:00";"0.9";"769.9";"774.7";"-0.7";"61";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"30.12.2015 16:00";"1.6";"770.2";"775.0";"-0.8";"65";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.4";"";"";"";"";"";"";
"30.12.2015 15:00";"2.4";"770.6";"775.3";"-1.1";"67";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"30.12.2015 14:00";"2.5";"770.6";"775.3";"-1.7";"70";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"30.12.2015 13:00";"2.3";"771.0";"775.6";"-1.3";"75";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"Осадков нет";"6";"";"";"";"";
"30.12.2015 12:00";"1.2";"771.7";"776.4";"-0.3";"78";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"30.12.2015 11:00";"0.3";"772.3";"777.0";"0.2";"84";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"30.12.2015 10:00";"-0.3";"772.3";"777.0";"0.1";"87";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"30.12.2015 09:00";"-0.2";"772.0";"776.7";"-0.3";"87";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"30.12.2015 08:00";"0.8";"772.1";"776.8";"-0.2";"85";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"30.12.2015 07:00";"1.1";"772.2";"776.9";"0.0";"85";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"0.8";"3.3";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"30.12.2015 06:00";"1.1";"772.3";"777.0";"0.1";"87";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"30.12.2015 05:00";"0.9";"772.3";"777.1";"0.2";"89";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"30.12.2015 04:00";"0.9";"772.2";"776.9";"0.5";"89";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"30.12.2015 03:00";"1.1";"772.2";"776.9";"0.5";"89";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"30.12.2015 02:00";"1.3";"772.1";"776.8";"0.4";"88";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"30.12.2015 01:00";"1.8";"771.7";"776.5";"0.1";"87";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"Осадков нет";"6";"";"";"";"";
"30.12.2015 00:00";"2.4";"771.7";"776.4";"0.5";"86";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"29.12.2015 23:00";"2.7";"771.7";"776.4";"0.9";"85";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"29.12.2015 22:00";"2.4";"771.6";"776.2";"1.1";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"29.12.2015 21:00";"2.4";"771.2";"775.9";"1.0";"87";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"29.12.2015 20:00";"2.8";"770.8";"775.5";"0.8";"87";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"29.12.2015 19:00";"3.3";"770.5";"775.2";"1.0";"86";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"3.2";"6.3";"";"";"";"";"";"";"1.1";"Осадков нет";"12";"";"";"";"";
"29.12.2015 18:00";"3.8";"770.2";"774.9";"0.9";"83";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.12.2015 17:00";"4.5";"770.0";"774.7";"0.7";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"29.12.2015 16:00";"5.0";"769.5";"774.1";"0.3";"77";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 15:00";"5.7";"769.3";"773.9";"0.0";"74";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 14:00";"6.1";"769.3";"773.9";"-0.3";"71";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.12.2015 13:00";"6.2";"769.2";"773.8";"-0.6";"71";"Ветер, дующий с юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"Осадков нет";"6";"";"";"";"";
"29.12.2015 12:00";"5.4";"769.3";"774.0";"-0.2";"75";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 11:00";"4.6";"769.6";"774.3";"0.0";"79";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.12.2015 10:00";"4.0";"769.8";"774.4";"0.2";"83";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"3.7";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 09:00";"3.7";"769.5";"774.1";"-0.1";"85";"Ветер, дующий с востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 08:00";"4.5";"769.6";"774.3";"0.0";"79";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.12.2015 07:00";"5.3";"769.6";"774.2";"-0.1";"77";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";" ";"";"";"5.3";"5.9";"";"";"";"";"";"";"1.5";"Осадков нет";"12";"";"";"";"";
"29.12.2015 06:00";"5.5";"769.6";"774.3";"-0.3";"77";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"29.12.2015 05:00";"5.5";"769.6";"774.3";"-0.5";"75";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 04:00";"5.4";"769.7";"774.4";"-0.2";"75";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 03:00";"5.5";"769.9";"774.5";"-0.1";"75";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"29.12.2015 02:00";"5.7";"770.1";"774.7";"-0.1";"75";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"29.12.2015 01:00";"5.7";"769.9";"774.6";"-0.5";"77";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"Осадков нет";"6";"";"";"";"";
"29.12.2015 00:00";"5.9";"770.0";"774.7";"-0.4";"76";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"28.12.2015 23:00";"5.9";"770.2";"774.9";"-0.2";"79";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"28.12.2015 22:00";"5.9";"770.4";"775.0";"0.2";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"28.12.2015 21:00";"5.8";"770.4";"775.0";"0.3";"80";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"28.12.2015 20:00";"5.7";"770.4";"775.0";"0.5";"81";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"28.12.2015 19:00";"5.7";"770.2";"774.9";"0.5";"81";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"4.5";"7.0";"";"";"";"";"";"";"2.6";"Осадков нет";"12";"";"";"";"";
"28.12.2015 18:00";"5.1";"770.1";"774.7";"0.5";"83";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"28.12.2015 17:00";"4.7";"769.9";"774.6";"0.3";"83";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"28.12.2015 16:00";"5.1";"769.7";"774.4";"0.3";"83";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"28.12.2015 15:00";"6.4";"769.6";"774.2";"0.0";"81";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"28.12.2015 14:00";"6.6";"769.6";"774.1";"0.0";"80";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"28.12.2015 13:00";"6.4";"769.4";"774.0";"0.3";"81";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"Осадков нет";"6";"";"";"";"";
"28.12.2015 12:00";"6.4";"769.6";"774.1";"0.8";"84";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"28.12.2015 11:00";"6.0";"769.6";"774.1";"1.2";"87";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"28.12.2015 10:00";"5.5";"769.1";"773.8";"1.2";"92";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"4.8";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"28.12.2015 09:00";"4.9";"768.8";"773.5";"1.3";"93";"Ветер, дующий с северо-северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"28.12.2015 08:00";"6.0";"768.4";"773.0";"1.2";"90";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"28.12.2015 07:00";"6.8";"767.9";"772.5";"0.8";"87";"Ветер, дующий с северо-северо-запада";"3";"";"";"";" ";"";"";"6.7";"12.3";"";"";"";"";"";"";"4.7";"0.6";"12";"";"";"";"";
"28.12.2015 06:00";"9.7";"767.5";"772.0";"0.7";"78";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"28.12.2015 05:00";"11.0";"767.2";"771.7";"0.9";"95";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"28.12.2015 04:00";"11.2";"767.1";"771.6";"1.1";"97";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"28.12.2015 03:00";"11.7";"766.8";"771.3";"1.0";"89";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"28.12.2015 02:00";"12.2";"766.3";"770.8";"0.8";"86";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"28.12.2015 01:00";"12.2";"766.0";"770.5";"0.8";"83";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"Следы осадков";"6";"";"";"";"";
"28.12.2015 00:00";"12.2";"765.8";"770.3";"1.0";"82";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"27.12.2015 23:00";"12.2";"765.5";"770.0";"1.2";"79";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"27.12.2015 22:00";"12.1";"765.2";"769.7";"1.0";"79";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"27.12.2015 21:00";"12.0";"764.8";"769.3";"1.0";"76";"Ветер, дующий с запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"27.12.2015 20:00";"11.6";"764.3";"768.8";"0.7";"74";"Ветер, дующий с западо-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"27.12.2015 19:00";"11.2";"764.2";"768.7";"0.8";"75";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"9.1";"11.6";"";"";"";"";"";"";"6.8";"Следы осадков";"12";"";"";"";"";
"27.12.2015 18:00";"11.0";"763.8";"768.3";"0.5";"76";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"27.12.2015 17:00";"11.0";"763.6";"768.1";"0.3";"75";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.12.2015 16:00";"11.0";"763.4";"767.9";"0.1";"75";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.12.2015 15:00";"11.3";"763.3";"767.8";"-0.3";"73";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.12.2015 14:00";"11.6";"763.3";"767.8";"-0.3";"71";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"27.12.2015 13:00";"11.4";"763.3";"767.8";"-0.2";"72";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"Осадков нет";"6";"";"";"";"";
"27.12.2015 12:00";"10.9";"763.6";"768.1";"0.3";"74";"Ветер, дующий с юго-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"27.12.2015 11:00";"9.9";"763.6";"768.1";"0.3";"79";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"27.12.2015 10:00";"9.4";"763.5";"768.0";"0.3";"81";"Ветер, дующий с юго-юго-запада";"6";"";"";"";" ";"";"";"9.1";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"27.12.2015 09:00";"9.2";"763.3";"767.8";"0.3";"83";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"27.12.2015 08:00";"9.3";"763.3";"767.8";"0.2";"83";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.12.2015 07:00";"9.3";"763.2";"767.7";"0.0";"85";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"9.3";"14.8";"";"";"";"";"";"";"6.8";"Осадков нет";"12";"";"";"";"";
"27.12.2015 06:00";"9.4";"763.0";"767.5";"-0.2";"85";"Ветер, дующий с юго-юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"27.12.2015 05:00";"9.5";"763.1";"767.6";"0.1";"84";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"27.12.2015 04:00";"9.7";"763.2";"767.7";"0.1";"83";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"27.12.2015 03:00";"10.0";"763.2";"767.7";"0.2";"82";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"27.12.2015 02:00";"10.4";"763.0";"767.5";"0.3";"80";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"27.12.2015 01:00";"10.6";"763.1";"767.6";"0.6";"79";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"Осадков нет";"6";"";"";"";"";
"27.12.2015 00:00";"11.1";"763.0";"767.5";"0.6";"77";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"26.12.2015 23:00";"11.7";"762.7";"767.2";"0.6";"75";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.12.2015 22:00";"11.9";"762.5";"767.0";"0.4";"75";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"26.12.2015 21:00";"12.3";"762.4";"766.8";"0.5";"73";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"26.12.2015 20:00";"14.1";"762.1";"766.6";"0.4";"64";"Ветер, дующий с юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.12.2015 19:00";"14.7";"762.1";"766.5";"0.8";"62";"Ветер, дующий с западо-юго-запада";"6";"";"";"";" ";"";"";"12.5";"15.1";"";"";"";"";"";"";"7.4";"Осадков нет";"12";"";"";"";"";
"26.12.2015 18:00";"14.7";"761.9";"766.3";"0.7";"64";"Ветер, дующий с западо-юго-запада";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
