# Метеостанция Вологда (аэропорт), Россия, WMO_ID=27037, выборка с 01.01.2019 по 31.12.2019, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27037&lang=ru
#
"Местное время в Вологде (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.07.2019 03:00";"8.3";"739.1";"750.9";"0.5";"83";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"5.6";"";"";"";"";"";"";
"11.07.2019 00:00";"8.8";"738.6";"750.4";"0.8";"79";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"5.3";"";"";"";"";"";"";
"10.07.2019 21:00";"11.3";"737.8";"749.5";"1.4";"70";"Ветер, дующий с севера";"3";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.0";"";"";"";"";"";"";
"10.07.2019 18:00";"14.7";"736.4";"747.9";"0.5";"74";"Ветер, дующий с северо-запада";"1";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Дождь.";"";"17.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"10.0";"9.0";"12";"";"";"";"";
"10.07.2019 15:00";"13.5";"735.9";"747.4";"1.1";"85";"Ветер, дующий с северо-северо-востока";"5";"10";"11";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"11.0";"";"";"";"";"";"";
"10.07.2019 12:00";"13.8";"734.8";"746.3";"0.6";"88";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"11.8";"";"";"";"";"";"";
"10.07.2019 09:00";"14.2";"734.2";"745.6";"-0.4";"89";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"12.4";"";"";"";"";"";"";
"10.07.2019 06:00";"12.9";"734.6";"746.1";"-1.0";"93";"Ветер, дующий с севера";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"12.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"11.8";"19.0";"12";"Поверхность почвы влажная.";"14.0";"";"";
"10.07.2019 03:00";"12.6";"735.6";"747.1";"-1.3";"93";"Ветер, дующий с севера";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"11.5";"";"";"";"";"";"";
"10.07.2019 00:00";"12.8";"736.9";"748.4";"-0.9";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"11.5";"";"";"";"";"";"";
"09.07.2019 21:00";"14.1";"737.8";"749.2";"-0.6";"91";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"12.7";"";"";"";"";"";"";
"09.07.2019 18:00";"16.2";"738.4";"749.8";"-0.1";"76";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"21.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"11.9";"Осадков нет";"12";"";"";"";"";
"09.07.2019 15:00";"19.0";"738.5";"749.8";"-0.6";"62";"Ветер, дующий с востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.6";"";"";"";"";"";"";
"09.07.2019 12:00";"19.5";"739.1";"750.4";"-0.5";"65";"Ветер, дующий с востока";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"12.8";"";"";"";"";"";"";
"09.07.2019 09:00";"18.4";"739.6";"750.8";"-0.6";"64";"Ветер, дующий с востока";"3";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"11.5";"";"";"";"";"";"";
"09.07.2019 06:00";"12.7";"740.2";"751.8";"-0.3";"92";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"10.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.4";"0.1";"12";"Поверхность почвы влажная.";"12.0";"";"";
"09.07.2019 03:00";"12.3";"740.5";"752.2";"-0.1";"91";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"10.9";"";"";"";"";"";"";
"09.07.2019 00:00";"13.7";"740.6";"752.2";"0.1";"86";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"11.4";"";"";"";"";"";"";
"08.07.2019 21:00";"15.5";"740.5";"752.0";"0.2";"75";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"11.1";"";"";"";"";"";"";
"08.07.2019 18:00";"19.3";"740.3";"751.6";"0.2";"59";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"22.4";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.0";"Осадков нет";"12";"";"";"";"";
"08.07.2019 15:00";"21.2";"740.1";"751.3";"-0.1";"42";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"7.8";"";"";"";"";"";"";
"08.07.2019 12:00";"20.2";"740.2";"751.6";"0.3";"54";"Ветер, дующий с северо-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"10.5";"";"";"";"";"";"";
"08.07.2019 09:00";"15.7";"739.9";"751.4";"0.8";"74";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"11.0";"";"";"";"";"";"";
"08.07.2019 06:00";"12.2";"739.1";"750.7";"0.3";"88";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"10.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"10.3";"Следы осадков";"12";"Поверхность почвы влажная.";"11.0";"";"";
"08.07.2019 03:00";"10.5";"738.8";"750.5";"0.3";"89";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.8";"";"";"";"";"";"";
"08.07.2019 00:00";"10.3";"738.5";"750.2";"0.4";"90";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.7";"";"";"";"";"";"";
"07.07.2019 21:00";"14.9";"738.1";"749.6";"0.3";"71";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.7";"";"";"";"";"";"";
"07.07.2019 18:00";"17.1";"737.8";"749.2";"0.2";"56";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"18.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.1";"Осадков нет";"12";"";"";"";"";
"07.07.2019 15:00";"17.8";"737.6";"749.0";"0.3";"48";"Ветер, дующий с северо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.7";"";"";"";"";"";"";
"07.07.2019 12:00";"17.6";"737.3";"748.7";"-0.2";"52";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.7";"";"";"";"";"";"";
"07.07.2019 09:00";"14.4";"737.5";"748.9";"-0.1";"77";"Ветер, дующий с северо-северо-востока";"1";"";"";"70 – 80%.";"Облака в целом образовывались или развивались. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"10.3";"";"";"";"";"";"";
"07.07.2019 06:00";"6.9";"737.6";"749.5";"0.1";"94";"Ветер, дующий с юго-востока";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.0";"";"";"";"";"";"";"0.2";"6.0";"Следы осадков";"12";"Поверхность почвы влажная.";"7.0";"";"";
"07.07.2019 03:00";"6.2";"737.5";"749.4";"0.0";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"";"";"";"";"";"0.2";"5.3";"";"";"";"";"";"";
"07.07.2019 00:00";"8.4";"737.5";"749.3";"-0.1";"93";"Ветер, дующий с востоко-юго-востока";"1";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"7.3";"";"";"";"";"";"";
"06.07.2019 21:00";"10.2";"737.6";"749.3";"0.0";"92";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";"Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.9";"";"";"";"";"";"";
"06.07.2019 18:00";"12.2";"737.6";"749.2";"0.4";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"17.9";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"2500 или более, или облаков нет.";"";"";"18.0";"8.2";"1.0";"12";"";"";"";"";
"06.07.2019 15:00";"16.2";"737.2";"748.6";"-0.2";"49";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Облака в целом образовывались или развивались. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"5.4";"";"";"";"";"";"";
"06.07.2019 12:00";"15.9";"737.4";"748.9";"-0.1";"58";"Ветер, дующий с юго-запада";"2";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.5";"";"";"";"";"";"";
"06.07.2019 09:00";"12.6";"737.5";"749.1";"-0.4";"90";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"11.0";"";"";"";"";"";"";
"06.07.2019 06:00";"12.2";"737.9";"749.5";"-0.6";"88";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"10.2";"0.5";"12";"Поверхность почвы влажная.";"12.0";"";"";
"06.07.2019 03:00";"11.9";"738.5";"750.1";"-0.5";"89";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"10.1";"";"";"";"";"";"";
"06.07.2019 00:00";"13.3";"739.0";"750.6";"-0.4";"71";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"8.1";"";"";"";"";"";"";
"05.07.2019 21:00";"13.8";"739.4";"751.0";"-0.3";"64";"Ветер, дующий с юго-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"7.1";"";"";"";"";"";"";
"05.07.2019 18:00";"18.2";"739.7";"751.1";"-0.2";"38";"Ветер, дующий с западо-юго-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"19.9";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"3.5";"";"";"";"";"";"";
"05.07.2019 15:00";"17.7";"739.9";"751.3";"0.3";"46";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"5.9";"";"";"";"";"";"";
"05.07.2019 12:00";"18.4";"739.6";"751.0";"0.1";"44";"Ветер, дующий с запада";"3";"";"";"40%.";" ";"";"";"";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"6.0";"";"";"";"";"";"";
"05.07.2019 09:00";"14.6";"739.5";"751.0";"0.2";"67";"Ветер, дующий с западо-юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.6";"";"";"";"";"";"";
"05.07.2019 06:00";"11.6";"739.3";"750.9";"0.3";"79";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"10.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"8.1";"5.0";"12";"Поверхность почвы влажная.";"9.0";"";"";
