# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2016 по 31.12.2016, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.12.2016 15:00";"0.0";"751.4";"772.9";"-1.2";"86";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.2";"-2.1";"";"";"";"";"";"";
"30.12.2016 12:00";"0.1";"752.6";"774.1";"-0.3";"92";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"30.12.2016 09:00";"-1.4";"752.9";"774.6";"-0.4";"92";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-3.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"6.0";"-2.5";"0.2";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"2.0";
"30.12.2016 06:00";"-1.7";"753.3";"775.0";"-1.1";"91";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"4.9";"-3.0";"";"";"";"";"";"";
"30.12.2016 03:00";"-2.7";"754.4";"776.2";"-0.8";"91";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег неливневый. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-4.0";"";"";"";"";"";"";
"30.12.2016 00:00";"-2.6";"755.2";"777.1";"-0.3";"84";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"-4.9";"";"";"";"";"";"";
"29.12.2016 21:00";"-2.9";"755.5";"777.4";"-0.4";"81";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"-1.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"-5.8";"";"";"";"";"";"";
"29.12.2016 18:00";"-2.6";"755.9";"777.7";"-0.2";"78";"Ветер, дующий с запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"18.0";"-6.0";"";"";"";"";"";"";
"29.12.2016 15:00";"-1.7";"756.1";"777.9";"4.7";"70";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"-6.5";"";"";"";"";"";"";
"29.12.2016 12:00";"-1.8";"751.4";"777.9";"-3.7";"71";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"19.0";"-6.4";"";"";"";"";"";"";
"29.12.2016 09:00";"-2.0";"755.1";"776.8";"1.4";"77";"Ветер, дующий с севера";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-2.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-5.6";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"2.0";
"29.12.2016 06:00";"-1.8";"753.7";"775.5";"1.5";"76";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-5.6";"";"";"";"";"";"";
"29.12.2016 03:00";"-2.0";"752.2";"773.8";"1.8";"77";"Ветер, дующий с севера";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"18.0";"-5.6";"";"";"";"";"";"";
"29.12.2016 00:00";"-2.1";"750.4";"772.1";"2.0";"72";"Ветер, дующий с северо-северо-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"";"";"17.0";"-6.6";"";"";"";"";"";"";
"28.12.2016 21:00";"-1.4";"748.4";"769.9";"2.8";"72";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"20.0";"-5.8";"0.2";"12";"";"";"";"";
"28.12.2016 18:00";"-0.5";"745.6";"766.9";"2.4";"70";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"17.0";"-5.3";"";"";"";"";"";"";
"28.12.2016 15:00";"-0.3";"743.2";"764.5";"1.4";"70";"Ветер, дующий с северо-запада";"4";"";"10";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"16.0";"-5.1";"";"";"";"";"";"";
"28.12.2016 12:00";"-0.4";"741.8";"763.0";"2.8";"73";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-4.7";"";"";"";"";"";"";
"28.12.2016 09:00";"-0.5";"739.0";"760.2";"1.7";"89";"Ветер, дующий с северо-северо-запада";"3";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"3.6";"-2.1";"0.6";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"2.0";
"28.12.2016 06:00";"-0.3";"737.3";"758.5";"2.0";"82";"Ветер, дующий с северо-запада";"4";"";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"2500 или более, или облаков нет.";"";"";"19.0";"-3.0";"";"";"";"";"";"";
"28.12.2016 03:00";"0.3";"735.3";"756.3";"2.4";"87";"Ветер, дующий с северо-запада";"5";"10";"10";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"19.0";"-1.7";"";"";"";"";"";"";
"28.12.2016 00:00";"0.1";"732.9";"753.8";"3.8";"92";"Ветер, дующий с северо-запада";"5";"10";"13";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"2.9";"-1.1";"";"";"";"";"";"";
"27.12.2016 21:00";"0.5";"729.1";"750.0";"2.1";"94";"Ветер, дующий с северо-запада";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"2.2";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"7.0";"-0.4";"6.0";"12";"";"";"";"";
"27.12.2016 18:00";"1.4";"727.0";"747.7";"0.6";"93";"Ветер, дующий с запада";"3";"";"";"100%.";"Дождь или морось со снегом слабые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"12.0";"0.4";"";"";"";"";"";"";
"27.12.2016 15:00";"1.1";"726.4";"747.6";"-2.1";"93";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";"Дождь или морось со снегом слабые. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"12.0";"0.1";"";"";"";"";"";"";
"27.12.2016 12:00";"0.1";"728.5";"749.8";"-2.6";"94";"Ветер, дующий с юга";"2";"";"10";"100%.";"Снег непрерывный сильный в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"0.8";"-0.8";"";"";"";"";"";"";
"27.12.2016 09:00";"1.0";"731.1";"752.4";"-0.9";"79";"Ветер, дующий с западо-юго-запада";"4";"";"11";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"1.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"22.0";"-2.2";"2.0";"12";"";"";"";"";
"27.12.2016 06:00";"1.4";"732.0";"753.3";"0.1";"89";"Ветер, дующий с запада";"4";"10";"13";"40%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"26.0";"-0.3";"";"";"";"";"";"";
"27.12.2016 03:00";"3.3";"731.9";"753.1";"0.0";"86";"Ветер, дующий с запада";"4";"";"11";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"22.0";"1.2";"";"";"";"";"";"";
"27.12.2016 00:00";"5.2";"731.9";"752.9";"-1.1";"90";"Ветер, дующий с запада";"4";"";"10";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"18.0";"3.6";"";"";"";"";"";"";
"26.12.2016 21:00";"4.6";"733.0";"754.1";"-2.1";"98";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"";"4.7";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.9";"4.3";"3.0";"12";"";"";"";"";
"26.12.2016 18:00";"2.9";"735.1";"756.4";"-1.2";"97";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"7.0";"2.4";"";"";"";"";"";"";
"26.12.2016 15:00";"1.8";"736.3";"757.7";"-1.4";"96";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"6.0";"1.2";"";"";"";"";"";"";
"26.12.2016 12:00";"0.8";"737.7";"759.2";"-1.0";"95";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"";"";"4.2";"0.1";"";"";"";"";"";"";
"26.12.2016 09:00";"0.7";"738.7";"760.3";"-0.6";"90";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"4.4";"-0.8";"Следы осадков";"12";"";"";"Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.";"1.0";
"26.12.2016 06:00";"0.7";"739.3";"760.8";"-0.1";"90";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"14.0";"-0.8";"";"";"";"";"";"";
"26.12.2016 03:00";"0.9";"739.4";"760.9";"0.4";"91";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"12.0";"-0.4";"";"";"";"";"";"";
"26.12.2016 00:00";"1.3";"739.0";"760.6";"0.0";"87";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"17.0";"-0.7";"";"";"";"";"";"";
"25.12.2016 21:00";"1.4";"738.1";"759.5";"1.1";"87";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"18.0";"-0.6";"0.3";"12";"";"";"";"";
"25.12.2016 18:00";"1.3";"737.0";"758.5";"0.8";"91";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"";"";"9.0";"0.0";"";"";"";"";"";"";
"25.12.2016 15:00";"1.3";"736.2";"757.6";"-0.4";"92";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дымка. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"8.0";"0.1";"";"";"";"";"";"";
"25.12.2016 12:00";"0.9";"736.6";"758.1";"0.3";"94";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"7.0";"0.0";"";"";"";"";"";"";
"25.12.2016 09:00";"0.1";"736.3";"757.8";"-0.6";"95";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"2.8";"-0.6";"0.8";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"3.0";
"25.12.2016 06:00";"0.0";"736.9";"758.4";"-1.1";"94";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"3.2";"-0.9";"";"";"";"";"";"";
"25.12.2016 03:00";"-0.5";"738.0";"759.6";"-1.4";"95";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"3.4";"-1.2";"";"";"";"";"";"";
"25.12.2016 00:00";"-0.6";"739.4";"761.1";"-1.6";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь или морось со снегом слабые. ";"Снег и/или другие виды твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"3.6";"-1.7";"";"";"";"";"";"";
"24.12.2016 21:00";"-0.5";"741.0";"762.7";"-1.4";"88";"Ветер, дующий с юго-юго-запада";"2";"";"10";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.8";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"9.0";"-2.3";"";"";"";"";"";"";
"24.12.2016 18:00";"-0.1";"742.4";"764.1";"-1.4";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"9.0";"-1.8";"";"";"";"";"";"";
"24.12.2016 15:00";"-0.3";"743.8";"765.6";"-2.1";"91";"Ветер, дующий с юго-запада";"3";"";"10";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"7.0";"-1.6";"";"";"";"";"";"";
"24.12.2016 12:00";"0.1";"745.9";"767.8";"-0.9";"89";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"7.0";"-1.5";"";"";"";"";"";"";
"24.12.2016 09:00";"0.7";"746.8";"768.6";"-0.8";"91";"Ветер, дующий с запада";"2";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"6.0";"-0.6";"Следы осадков";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"2.0";
"24.12.2016 06:00";"1.1";"747.6";"769.3";"-0.6";"90";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"9.0";"-0.4";"";"";"";"";"";"";
"24.12.2016 03:00";"1.1";"748.2";"769.9";"-0.1";"92";"Ветер, дующий с запада";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"8.0";"0.0";"";"";"";"";"";"";
"24.12.2016 00:00";"0.9";"748.3";"770.2";"0.3";"94";"Ветер, дующий с запада";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"6.0";"0.0";"";"";"";"";"";"";
