# Метеостанция Минск, Беларусь, WMO_ID=26850, выборка с 01.01.2015 по 31.12.2015, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26850&lang=ru
#
"Местное время в Минске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.12.2015 15:00";"-8.3";"761.3";"784.3";"-0.9";"78";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-11.5";"";"";"";"";"";"";
"30.12.2015 12:00";"-11.0";"762.2";"785.5";"0.1";"83";"Ветер, дующий с западо-северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-13.3";"";"";"";"";"";"";
"30.12.2015 09:00";"-11.3";"762.1";"785.3";"0.3";"85";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"-11.3";"";"";"";"";"";"";"15.0";"-13.3";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"6.0";
"30.12.2015 06:00";"-10.4";"761.8";"784.9";"0.6";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-12.1";"";"";"";"";"";"";
"30.12.2015 03:00";"-9.1";"761.2";"784.2";"0.5";"86";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-11.0";"";"";"";"";"";"";
"30.12.2015 00:00";"-7.4";"760.7";"783.6";"1.3";"87";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-9.2";"";"";"";"";"";"";
"29.12.2015 21:00";"-5.4";"759.4";"782.0";"1.0";"80";"Ветер, дующий с востоко-северо-востока";"2";"";"";"Облаков нет.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-3.7";"";"";"";"";"";"15.0";"-8.3";"Следы осадков";"12";"";"";"";"";
"29.12.2015 18:00";"-3.8";"758.4";"780.9";"1.0";"85";"Ветер, дующий с северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-6.0";"";"";"";"";"";"";
"29.12.2015 15:00";"-4.3";"757.4";"779.9";"-0.4";"87";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-6.1";"";"";"";"";"";"";
"29.12.2015 12:00";"-6.3";"757.8";"780.4";"0.3";"91";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-7.5";"";"";"";"";"";"";
"29.12.2015 09:00";"-8.0";"757.5";"780.4";"0.1";"86";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"-10.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"-10.0";"";"";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"6.0";
"29.12.2015 06:00";"-9.4";"757.4";"780.4";"0.1";"79";"Ветер, дующий с северо-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"15.0";"-12.4";"";"";"";"";"";"";
"29.12.2015 03:00";"-9.4";"757.3";"780.2";"0.8";"81";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-12.1";"";"";"";"";"";"";
"29.12.2015 00:00";"-7.6";"756.5";"779.2";"1.4";"76";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"15.0";"-11.2";"";"";"";"";"";"";
"28.12.2015 21:00";"-5.9";"755.1";"777.7";"2.0";"69";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"-3.8";"";"";"";"";"";"15.0";"-10.7";"0.3";"12";"";"";"";"";
"28.12.2015 18:00";"-4.1";"753.1";"775.5";"2.4";"76";"Ветер, дующий с северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"-7.8";"";"";"";"";"";"";
"28.12.2015 15:00";"-4.1";"750.7";"773.0";"2.1";"71";"Ветер, дующий с востока";"4";"";"10";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"15.0";"-8.6";"";"";"";"";"";"";
"28.12.2015 12:00";"-4.4";"748.6";"770.8";"2.2";"82";"Ветер, дующий с востока";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-7.1";"";"";"";"";"";"";
"28.12.2015 09:00";"-4.2";"746.4";"768.5";"0.5";"88";"Ветер, дующий с востоко-юго-востока";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-4.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-5.9";"6.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"7.0";
"28.12.2015 06:00";"-4.3";"745.9";"768.0";"-0.7";"89";"Ветер, дующий с востоко-юго-востока";"4";"";"10";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.6";"-5.9";"";"";"";"";"";"";
"28.12.2015 03:00";"-3.7";"746.6";"768.7";"-1.1";"91";"Ветер, дующий с юго-востока";"4";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-5.0";"";"";"";"";"";"";
"28.12.2015 00:00";"-3.2";"747.7";"769.8";"-0.6";"89";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.2";"-4.8";"";"";"";"";"";"";
"27.12.2015 21:00";"-0.1";"748.3";"770.2";"-0.3";"57";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"-0.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"-7.6";"";"";"";"";"";"";
"27.12.2015 18:00";"-1.1";"748.6";"770.5";"0.5";"63";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"-7.3";"";"";"";"";"";"";
"27.12.2015 15:00";"-0.9";"748.1";"770.1";"0.7";"61";"Ветер, дующий с западо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.6";"";"";"";"";"";"";
"27.12.2015 12:00";"-1.6";"747.4";"769.4";"2.0";"73";"Ветер, дующий с северо-северо-запада";"2";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-5.8";"";"";"";"";"";"";
"27.12.2015 09:00";"-1.2";"745.4";"767.3";"2.3";"77";"Ветер, дующий с западо-северо-запада";"2";"";"";"60%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-1.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-4.8";"0.8";"12";"";"";"";"";
"27.12.2015 06:00";"0.4";"743.1";"764.8";"1.9";"77";"Ветер, дующий с северо-запада";"4";"";"";"20–30%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-3.3";"";"";"";"";"";"";
"27.12.2015 03:00";"2.5";"741.2";"762.7";"2.3";"89";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"20.0";"0.8";"";"";"";"";"";"";
"27.12.2015 00:00";"2.0";"738.9";"760.3";"0.6";"93";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Морось (незамерзающая) или снежные зерна неливневые. ";"Дождь.";"Морось.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"1.0";"";"";"";"";"";"";
"26.12.2015 21:00";"2.5";"738.3";"759.7";"-0.1";"93";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"10.0";"1.4";"0.8";"12";"";"";"";"";
"26.12.2015 18:00";"2.7";"738.4";"759.8";"-0.6";"91";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"200-300";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"1.4";"";"";"";"";"";"";
"26.12.2015 15:00";"2.7";"739.0";"760.4";"-2.0";"90";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"1.2";"";"";"";"";"";"";
"26.12.2015 12:00";"3.0";"741.0";"761.9";"-0.6";"85";"Ветер, дующий с западо-юго-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"15.0";"0.7";"";"";"";"";"";"";
"26.12.2015 09:00";"2.5";"741.6";"763.0";"-0.9";"84";"Ветер, дующий с западо-юго-запада";"4";"";"";"60%.";" ";"";"";"2.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"0.1";"";"";"";"";"";"";
"26.12.2015 06:00";"2.7";"742.5";"763.9";"-0.9";"81";"Ветер, дующий с запада";"3";"";"10";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"-0.2";"";"";"";"";"";"";
"26.12.2015 03:00";"3.4";"743.4";"764.8";"-0.4";"78";"Ветер, дующий с запада";"3";"";"11";"20–30%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-0.2";"";"";"";"";"";"";
"26.12.2015 00:00";"4.0";"743.8";"765.1";"0.0";"79";"Ветер, дующий с запада";"3";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"0.7";"";"";"";"";"";"";
"25.12.2015 21:00";"4.2";"743.8";"765.1";"0.3";"87";"Ветер, дующий с запада";"3";"";"10";"20–30%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Морось.";"";"4.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.2";"0.3";"12";"";"";"";"";
"25.12.2015 18:00";"3.3";"743.5";"764.9";"0.1";"95";"Ветер, дующий с западо-юго-запада";"4";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"6.0";"2.6";"";"";"";"";"";"";
"25.12.2015 15:00";"2.0";"743.4";"764.9";"-2.2";"95";"Ветер, дующий с юга";"4";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"";"";"3.8";"1.3";"";"";"";"";"";"";
"25.12.2015 12:00";"0.3";"745.6";"767.4";"-1.0";"96";"Ветер, дующий с юга";"3";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"1.8";"-0.3";"";"";"";"";"";"";
"25.12.2015 09:00";"-0.9";"746.6";"768.4";"-1.0";"96";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"";"";"1.8";"-1.5";"";"";"";"";"";"";
"25.12.2015 06:00";"1.0";"747.6";"769.3";"-0.7";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"2.6";"0.1";"";"";"";"";"";"";
"25.12.2015 03:00";"2.1";"748.3";"770.0";"-0.6";"89";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.4";"";"";"";"";"";"";
"25.12.2015 00:00";"3.4";"748.9";"770.5";"0.1";"81";"Ветер, дующий с западо-северо-запада";"2";"";"10";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"0.4";"";"";"";"";"";"";
"24.12.2015 21:00";"3.6";"748.8";"770.4";"0.6";"83";"Ветер, дующий с западо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"6.8";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"1.0";"Следы осадков";"12";"";"";"";"";
"24.12.2015 18:00";"4.9";"748.2";"769.6";"0.9";"76";"Ветер, дующий с западо-северо-запада";"3";"";"11";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.0";"";"";"";"";"";"";
"24.12.2015 15:00";"6.5";"747.3";"768.7";"1.2";"68";"Ветер, дующий с запада";"5";"11";"12";"40%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"0.9";"";"";"";"";"";"";
"24.12.2015 12:00";"6.3";"746.1";"767.4";"2.2";"69";"Ветер, дующий с западо-северо-запада";"7";"11";"13";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.0";"";"";"";"";"";"";
"24.12.2015 09:00";"5.5";"743.9";"765.2";"2.0";"77";"Ветер, дующий с запада";"7";"11";"15";"70 – 80%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"1.7";"Следы осадков";"12";"";"";"";"";
"24.12.2015 06:00";"6.7";"741.9";"763.0";"1.2";"68";"Ветер, дующий с запада";"7";"12";"14";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Дождь.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"1.1";"";"";"";"";"";"";
"24.12.2015 03:00";"7.9";"740.7";"761.7";"0.8";"76";"Ветер, дующий с запада";"4";"";"11";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"3.9";"";"";"";"";"";"";
"24.12.2015 00:00";"8.9";"739.9";"760.7";"1.5";"80";"Ветер, дующий с западо-северо-запада";"5";"10";"12";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"15.0";"5.6";"";"";"";"";"";"";
"23.12.2015 21:00";"10.6";"738.4";"759.1";"0.5";"82";"Ветер, дующий с запада";"5";"11";"12";"100%.";"Состояние неба в общем не изменилось. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"11.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"15.0";"7.7";"0.3";"12";"";"";"";"";
"23.12.2015 18:00";"10.2";"737.9";"758.8";"-0.5";"89";"Ветер, дующий с западо-юго-запада";"4";"";"10";"100%.";"Морось незамерзающая непрерывная умеренная в срок наблюдения. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.4";"";"";"";"";"";"";
